[p_N]=Pa F theta_1 theta_2 [q_t]=J/s [q_c]=J/s [q_p]=J/s [q_0]=J/s Y
1.930000e-04 4.296651e+18 0.000000e+00 3.959961e-01 5.456746e+16 3.295896e+17 1.640500e-05 3.841571e+17 1.310717e+20
1.940000e-04 4.318913e+18 0.000000e+00 3.972328e-01 5.485020e+16 3.306190e+17 1.649000e-05 3.854692e+17 1.310717e+20
1.950000e-04 4.341176e+18 0.000000e+00 3.984645e-01 5.513293e+16 3.316441e+17 1.657500e-05 3.867771e+17 1.310717e+20
1.960000e-04 4.363438e+18 0.000000e+00 3.996912e-01 5.541566e+16 3.326651e+17 1.666000e-05 3.880808e+17 1.310717e+20
1.970000e-04 4.385701e+18 0.000000e+00 4.009129e-01 5.569840e+16 3.336819e+17 1.674500e-05 3.893803e+17 1.310717e+20
1.980000e-04 4.407963e+18 0.000000e+00 4.021296e-01 5.598113e+16 3.346946e+17 1.683000e-05 3.906757e+17 1.310717e+20
1.990000e-04 4.430225e+18 0.000000e+00 4.033414e-01 5.626386e+16 3.357032e+17 1.691500e-05 3.919670e+17 1.310717e+20
2.000000e-04 4.452488e+18 0.000000e+00 4.045483e-01 5.654660e+16 3.367077e+17 1.700000e-05 3.932543e+17 1.310717e+20
2.010000e-04 4.474750e+18 0.000000e+00 4.057503e-01 5.682933e+16 3.377081e+17 1.708500e-05 3.945374e+17 1.310717e+20
2.020000e-04 4.497013e+18 0.000000e+00 4.069475e-01 5.711206e+16 3.387045e+17 1.717000e-05 3.958166e+17 1.310717e+20
2.030000e-04 4.519275e+18 0.000000e+00 4.081398e-01 5.739479e+16 3.396969e+17 1.725500e-05 3.970917e+17 1.310717e+20
2.040000e-04 4.541538e+18 0.000000e+00 4.093274e-01 5.767753e+16 3.406853e+17 1.734000e-05 3.983629e+17 1.310717e+20
2.050000e-04 4.563800e+18 0.000000e+00 4.105102e-01 5.796026e+16 3.416698e+17 1.742500e-05 3.996301e+17 1.310717e+20
2.060000e-04 4.586062e+18 0.000000e+00 4.116883e-01 5.824299e+16 3.426503e+17 1.751000e-05 4.008933e+17 1.310717e+20
2.070000e-04 4.608325e+18 0.000000e+00 4.128617e-01 5.852573e+16 3.436270e+17 1.759500e-05 4.021527e+17 1.310717e+20
2.080000e-04 4.630587e+18 0.000000e+00 4.140304e-01 5.880846e+16 3.445997e+17 1.768000e-05 4.034081e+17 1.310717e+20
2.090000e-04 4.652850e+18 0.000000e+00 4.151945e-01 5.909119e+16 3.455686e+17 1.776500e-05 4.046597e+17 1.310717e+20
2.100000e-04 4.675112e+18 0.000000e+00 4.163539e-01 5.937393e+16 3.465336e+17 1.785000e-05 4.059075e+17 1.310717e+20
2.110000e-04 4.697375e+18 0.000000e+00 4.175088e-01 5.965666e+16 3.474948e+17 1.793500e-05 4.071514e+17 1.310717e+20
2.120000e-04 4.719637e+18 0.000000e+00 4.186591e-01 5.993939e+16 3.484522e+17 1.802000e-05 4.083916e+17 1.310717e+20
2.130000e-04 4.741900e+18 0.000000e+00 4.198049e-01 6.022212e+16 3.494058e+17 1.810500e-05 4.096279e+17 1.310717e+20
2.140000e-04 4.764162e+18 0.000000e+00 4.209462e-01 6.050486e+16 3.503557e+17 1.819000e-05 4.108606e+17 1.310717e+20
2.150000e-04 4.786424e+18 0.000000e+00 4.220829e-01 6.078759e+16 3.513019e+17 1.827500e-05 4.120894e+17 1.310717e+20
2.160000e-04 4.808687e+18 0.000000e+00 4.232153e-01 6.107032e+16 3.522443e+17 1.836000e-05 4.133146e+17 1.310717e+20
2.170000e-04 4.830949e+18 0.000000e+00 4.243432e-01 6.135306e+16 3.531831e+17 1.844500e-05 4.145361e+17 1.310717e+20
2.180000e-04 4.853212e+18 0.000000e+00 4.254667e-01 6.163579e+16 3.541181e+17 1.853000e-05 4.157539e+17 1.310717e+20
2.190000e-04 4.875474e+18 0.000000e+00 4.265858e-01 6.191852e+16 3.550496e+17 1.861500e-05 4.169681e+17 1.310717e+20
2.200000e-04 4.897737e+18 0.000000e+00 4.277006e-01 6.220126e+16 3.559774e+17 1.870000e-05 4.181787e+17 1.310717e+20
2.210000e-04 4.919999e+18 0.000000e+00 4.288110e-01 6.248399e+16 3.569017e+17 1.878500e-05 4.193856e+17 1.310717e+20
2.220000e-04 4.942262e+18 0.000000e+00 4.299172e-01 6.276672e+16 3.578223e+17 1.887000e-05 4.205890e+17 1.310717e+20
2.230000e-04 4.964524e+18 0.000000e+00 4.310190e-01 6.304945e+16 3.587394e+17 1.895500e-05 4.217889e+17 1.310717e+20
2.240000e-04 4.986786e+18 0.000000e+00 4.321166e-01 6.333219e+16 3.596530e+17 1.904000e-05 4.229851e+17 1.310717e+20
2.250000e-04 5.009049e+18 0.000000e+00 4.332100e-01 6.361492e+16 3.605630e+17 1.912500e-05 4.241779e+17 1.310717e+20
2.260000e-04 5.031311e+18 0.000000e+00 4.342992e-01 6.389765e+16 3.614695e+17 1.921000e-05 4.253672e+17 1.310717e+20
2.270000e-04 5.053574e+18 0.000000e+00 4.353842e-01 6.418039e+16 3.623726e+17 1.929500e-05 4.265530e+17 1.310717e+20
2.280000e-04 5.075836e+18 0.000000e+00 4.364651e-01 6.446312e+16 3.632722e+17 1.938000e-05 4.277353e+17 1.310717e+20
2.290000e-04 5.098099e+18 0.000000e+00 4.375418e-01 6.474585e+16 3.641683e+17 1.946500e-05 4.289142e+17 1.310717e+20
2.300000e-04 5.120361e+18 0.000000e+00 4.386144e-01 6.502859e+16 3.650611e+17 1.955000e-05 4.300897e+17 1.310717e+20
2.310000e-04 5.142623e+18 0.000000e+00 4.396830e-01 6.531132e+16 3.659504e+17 1.963500e-05 4.312618e+17 1.310717e+20
2.320000e-04 5.164886e+18 0.000000e+00 4.407474e-01 6.559405e+16 3.668364e+17 1.972000e-05 4.324305e+17 1.310717e+20
2.330000e-04 5.187148e+18 0.000000e+00 4.418079e-01 6.587678e+16 3.677190e+17 1.980500e-05 4.335958e+17 1.310717e+20
2.340000e-04 5.209411e+18 0.000000e+00 4.428643e-01 6.615952e+16 3.685983e+17 1.989000e-05 4.347578e+17 1.310717e+20
2.350000e-04 5.231673e+18 0.000000e+00 4.439167e-01 6.644225e+16 3.694742e+17 1.997500e-05 4.359165e+17 1.310717e+20
2.360000e-04 5.253936e+18 0.000000e+00 4.449652e-01 6.672498e+16 3.703469e+17 2.006000e-05 4.370719e+17 1.310717e+20
2.370000e-04 5.276198e+18 0.000000e+00 4.460097e-01 6.700772e+16 3.712162e+17 2.014500e-05 4.382239e+17 1.310717e+20
2.380000e-04 5.298461e+18 0.000000e+00 4.470503e-01 6.729045e+16 3.720823e+17 2.023000e-05 4.393728e+17 1.310717e+20
2.390000e-04 5.320723e+18 0.000000e+00 4.480870e-01 6.757318e+16 3.729452e+17 2.031500e-05 4.405184e+17 1.310717e+20
2.400000e-04 5.342985e+18 0.000000e+00 4.491198e-01 6.785591e+16 3.738048e+17 2.040000e-05 4.416607e+17 1.310717e+20
2.410000e-04 5.365248e+18 0.000000e+00 4.501488e-01 6.813865e+16 3.746612e+17 2.048500e-05 4.427998e+17 1.310717e+20
2.420000e-04 5.387510e+18 0.000000e+00 4.511739e-01 6.842138e+16 3.755144e+17 2.057000e-05 4.439358e+17 1.310717e+20
2.430000e-04 5.409773e+18 0.000000e+00 4.521952e-01 6.870411e+16 3.763644e+17 2.065500e-05 4.450686e+17 1.310717e+20
2.440000e-04 5.432035e+18 0.000000e+00 4.532127e-01 6.898685e+16 3.772113e+17 2.074000e-05 4.461982e+17 1.310717e+20
2.450000e-04 5.454298e+18 0.000000e+00 4.542264e-01 6.926958e+16 3.780551e+17 2.082500e-05 4.473246e+17 1.310717e+20
2.460000e-04 5.476560e+18 0.000000e+00 4.552364e-01 6.955231e+16 3.788957e+17 2.091000e-05 4.484480e+17 1.310717e+20
2.470000e-04 5.498823e+18 0.000000e+00 4.562427e-01 6.983505e+16 3.797332e+17 2.099500e-05 4.495682e+17 1.310717e+20
2.480000e-04 5.521085e+18 0.000000e+00 4.572452e-01 7.011778e+16 3.805676e+17 2.108000e-05 4.506854e+17 1.310717e+20
2.490000e-04 5.543347e+18 0.000000e+00 4.582441e-01 7.040051e+16 3.813989e+17 2.116500e-05 4.517995e+17 1.310717e+20
2.500000e-04 5.565610e+18 0.000000e+00 4.592393e-01 7.068324e+16 3.822272e+17 2.125000e-05 4.529105e+17 1.310717e+20
2.510000e-04 5.587872e+18 0.000000e+00 4.602308e-01 7.096598e+16 3.830525e+17 2.133500e-05 4.540185e+17 1.310717e+20
2.520000e-04 5.610135e+18 0.000000e+00 4.612187e-01 7.124871e+16 3.838747e+17 2.142000e-05 4.551234e+17 1.310717e+20
2.530000e-04 5.632397e+18 0.000000e+00 4.622030e-01 7.153144e+16 3.846940e+17 2.150500e-05 4.562254e+17 1.310717e+20
2.540000e-04 5.654660e+18 0.000000e+00 4.631837e-01 7.181418e+16 3.855102e+17 2.159000e-05 4.573244e+17 1.310717e+20
2.550000e-04 5.676922e+18 0.000000e+00 4.641608e-01 7.209691e+16 3.863235e+17 2.167500e-05 4.584204e+17 1.310717e+20
2.560000e-04 5.699184e+18 0.000000e+00 4.651344e-01 7.237964e+16 3.871338e+17 2.176000e-05 4.595134e+17 1.310717e+20
2.570000e-04 5.721447e+18 0.000000e+00 4.661045e-01 7.266238e+16 3.879412e+17 2.184500e-05 4.606036e+17 1.310717e+20
2.580000e-04 5.743709e+18 0.000000e+00 4.670710e-01 7.294511e+16 3.887456e+17 2.193000e-05 4.616908e+17 1.310717e+20
2.590000e-04 5.765972e+18 0.000000e+00 4.680340e-01 7.322784e+16 3.895472e+17 2.201500e-05 4.627750e+17 1.310717e+20
2.600000e-04 5.788234e+18 0.000000e+00 4.689936e-01 7.351057e+16 3.903458e+17 2.210000e-05 4.638564e+17 1.310717e+20
2.610000e-04 5.810497e+18 0.000000e+00 4.699497e-01 7.379331e+16 3.911416e+17 2.218500e-05 4.649349e+17 1.310717e+20
2.620000e-04 5.832759e+18 0.000000e+00 4.709024e-01 7.407604e+16 3.919345e+17 2.227000e-05 4.660106e+17 1.310717e+20
2.630000e-04 5.855022e+18 0.000000e+00 4.718517e-01 7.435877e+16 3.927246e+17 2.235500e-05 4.670834e+17 1.310717e+20
2.640000e-04 5.877284e+18 0.000000e+00 4.727975e-01 7.464151e+16 3.935119e+17 2.244000e-05 4.681534e+17 1.310717e+20
2.650000e-04 5.899546e+18 0.000000e+00 4.737400e-01 7.492424e+16 3.942963e+17 2.252500e-05 4.692205e+17 1.310717e+20
2.660000e-04 5.921809e+18 0.000000e+00 4.746791e-01 7.520697e+16 3.950779e+17 2.261000e-05 4.702849e+17 1.310717e+20
2.670000e-04 5.944071e+18 0.000000e+00 4.756149e-01 7.548971e+16 3.958568e+17 2.269500e-05 4.713465e+17 1.310717e+20
2.680000e-04 5.966334e+18 0.000000e+00 4.765473e-01 7.577244e+16 3.966328e+17 2.278000e-05 4.724053e+17 1.310717e+20
2.690000e-04 5.988596e+18 0.000000e+00 4.774765e-01 7.605517e+16 3.974062e+17 2.286500e-05 4.734613e+17 1.310717e+20
2.700000e-04 6.010859e+18 0.000000e+00 4.784023e-01 7.633790e+16 3.981768e+17 2.295000e-05 4.745147e+17 1.310717e+20
2.710000e-04 6.033121e+18 0.000000e+00 4.793249e-01 7.662064e+16 3.989446e+17 2.303500e-05 4.755652e+17 1.310717e+20
2.720000e-04 6.055383e+18 0.000000e+00 4.802442e-01 7.690337e+16 3.997097e+17 2.312000e-05 4.766131e+17 1.310717e+20
2.730000e-04 6.077646e+18 0.000000e+00 4.811602e-01 7.718610e+16 4.004722e+17 2.320500e-05 4.776583e+17 1.310717e+20
2.740000e-04 6.099908e+18 0.000000e+00 4.820731e-01 7.746884e+16 4.012320e+17 2.329000e-05 4.787008e+17 1.310717e+20
2.750000e-04 6.122171e+18 0.000000e+00 4.829827e-01 7.775157e+16 4.019891e+17 2.337500e-05 4.797406e+17 1.310717e+20
2.760000e-04 6.144433e+18 0.000000e+00 4.838892e-01 7.803430e+16 4.027435e+17 2.346000e-05 4.807778e+17 1.310717e+20
2.770000e-04 6.166696e+18 0.000000e+00 4.847924e-01 7.831704e+16 4.034953e+17 2.354500e-05 4.818123e+17 1.310717e+20
2.780000e-04 6.188958e+18 0.000000e+00 4.856926e-01 7.859977e+16 4.042445e+17 2.363000e-05 4.828442e+17 1.310717e+20
2.790000e-04 6.211221e+18 0.000000e+00 4.865895e-01 7.888250e+16 4.049910e+17 2.371500e-05 4.838735e+17 1.310717e+20
2.800000e-04 6.233483e+18 0.000000e+00 4.874834e-01 7.916523e+16 4.057350e+17 2.380000e-05 4.849002e+17 1.310717e+20
2.810000e-04 6.255745e+18 0.000000e+00 4.883741e-01 7.944797e+16 4.064764e+17 2.388500e-05 4.859243e+17 1.310717e+20
2.820000e-04 6.278008e+18 0.000000e+00 4.892618e-01 7.973070e+16 4.072152e+17 2.397000e-05 4.869459e+17 1.310717e+20
2.830000e-04 6.300270e+18 0.000000e+00 4.901464e-01 8.001343e+16 4.079514e+17 2.405500e-05 4.879648e+17 1.310717e+20
2.840000e-04 6.322533e+18 0.000000e+00 4.910279e-01 8.029617e+16 4.086851e+17 2.414000e-05 4.889813e+17 1.310717e+20
2.850000e-04 6.344795e+18 0.000000e+00 4.919064e-01 8.057890e+16 4.094163e+17 2.422500e-05 4.899952e+17 1.310717e+20
2.860000e-04 6.367058e+18 0.000000e+00 4.927818e-01 8.086163e+16 4.101449e+17 2.431000e-05 4.910065e+17 1.310717e+20
2.870000e-04 6.389320e+18 0.000000e+00 4.936543e-01 8.114436e+16 4.108710e+17 2.439500e-05 4.920154e+17 1.310717e+20
2.880000e-04 6.411583e+18 0.000000e+00 4.945237e-01 8.142710e+16 4.115947e+17 2.448000e-05 4.930218e+17 1.310717e+20
2.890000e-04 6.433845e+18 0.000000e+00 4.953902e-01 8.170983e+16 4.123158e+17 2.456500e-05 4.940257e+17 1.310717e+20
2.900000e-04 6.456107e+18 0.000000e+00 4.962537e-01 8.199256e+16 4.130345e+17 2.465000e-05 4.950271e+17 1.310717e+20
2.910000e-04 6.478370e+18 0.000000e+00 4.971142e-01 8.227530e+16 4.137508e+17 2.473500e-05 4.960261e+17 1.310717e+20
2.920000e-04 6.500632e+18 0.000000e+00 4.979718e-01 8.255803e+16 4.144646e+17 2.482000e-05 4.970226e+17 1.310717e+20
2.930000e-04 6.522895e+18 0.000000e+00 4.988265e-01 8.284076e+16 4.151759e+17 2.490500e-05 4.980167e+17 1.310717e+20
2.940000e-04 6.545157e+18 0.000000e+00 4.996783e-01 8.312350e+16 4.158849e+17 2.499000e-05 4.990084e+17 1.310717e+20
2.950000e-04 6.567420e+18 0.000000e+00 5.005272e-01 8.340623e+16 4.165914e+17 2.507500e-05 4.999977e+17 1.310717e+20
2.960000e-04 6.589682e+18 0.000000e+00 5.013732e-01 8.368896e+16 4.172956e+17 2.516000e-05 5.009845e+17 1.310717e+20
2.970000e-04 6.611944e+18 0.000000e+00 5.022164e-01 8.397169e+16 4.179973e+17 2.524500e-05 5.019690e+17 1.310717e+20
2.980000e-04 6.634207e+18 0.000000e+00 5.030567e-01 8.425443e+16 4.186967e+17 2.533000e-05 5.029512e+17 1.310717e+20
2.990000e-04 6.656469e+18 0.000000e+00 5.038942e-01 8.453716e+16 4.193938e+17 2.541500e-05 5.039309e+17 1.310717e+20
3.000000e-04 6.678732e+18 0.000000e+00 5.047288e-01 8.481989e+16 4.200885e+17 2.550000e-05 5.049084e+17 1.310717e+20
3.010000e-04 6.700994e+18 0.000000e+00 5.055607e-01 8.510263e+16 4.207808e+17 2.558500e-05 5.058835e+17 1.310717e+20
3.020000e-04 6.723257e+18 0.000000e+00 5.063898e-01 8.538536e+16 4.214709e+17 2.567000e-05 5.068562e+17 1.310717e+20
3.030000e-04 6.745519e+18 0.000000e+00 5.072161e-01 8.566809e+16 4.221586e+17 2.575500e-05 5.078267e+17 1.310717e+20
3.040000e-04 6.767782e+18 0.000000e+00 5.080396e-01 8.595083e+16 4.228440e+17 2.584000e-05 5.087949e+17 1.310717e+20
3.050000e-04 6.790044e+18 0.000000e+00 5.088604e-01 8.623356e+16 4.235272e+17 2.592500e-05 5.097607e+17 1.310717e+20
3.060000e-04 6.812306e+18 0.000000e+00 5.096784e-01 8.651629e+16 4.242080e+17 2.601000e-05 5.107243e+17 1.310717e+20
3.070000e-04 6.834569e+18 0.000000e+00 5.104938e-01 8.679902e+16 4.248866e+17 2.609500e-05 5.116857e+17 1.310717e+20
3.080000e-04 6.856831e+18 0.000000e+00 5.113064e-01 8.708176e+16 4.255630e+17 2.618000e-05 5.126447e+17 1.310717e+20
3.090000e-04 6.879094e+18 0.000000e+00 5.121163e-01 8.736449e+16 4.262371e+17 2.626500e-05 5.136016e+17 1.310717e+20
3.100000e-04 6.901356e+18 0.000000e+00 5.129236e-01 8.764722e+16 4.269090e+17 2.635000e-05 5.145562e+17 1.310717e+20
3.110000e-04 6.923619e+18 0.000000e+00 5.137281e-01 8.792996e+16 4.275786e+17 2.643500e-05 5.155086e+17 1.310717e+20
3.120000e-04 6.945881e+18 0.000000e+00 5.145301e-01 8.821269e+16 4.282461e+17 2.652000e-05 5.164588e+17 1.310717e+20
3.130000e-04 6.968143e+18 0.000000e+00 5.153294e-01 8.849542e+16 4.289113e+17 2.660500e-05 5.174068e+17 1.310717e+20
3.140000e-04 6.990406e+18 0.000000e+00 5.161260e-01 8.877816e+16 4.295744e+17 2.669000e-05 5.183526e+17 1.310717e+20
3.150000e-04 7.012668e+18 0.000000e+00 5.169201e-01 8.906089e+16 4.302353e+17 2.677500e-05 5.192962e+17 1.310717e+20
3.160000e-04 7.034931e+18 0.000000e+00 5.177115e-01 8.934362e+16 4.308940e+17 2.686000e-05 5.202376e+17 1.310717e+20
3.170000e-04 7.057193e+18 0.000000e+00 5.185004e-01 8.962635e+16 4.315506e+17 2.694500e-05 5.211769e+17 1.310717e+20
3.180000e-04 7.079456e+18 0.000000e+00 5.192866e-01 8.990909e+16 4.322050e+17 2.703000e-05 5.221141e+17 1.310717e+20
3.190000e-04 7.101718e+18 0.000000e+00 5.200704e-01 9.019182e+16 4.328573e+17 2.711500e-05 5.230491e+17 1.310717e+20
3.200000e-04 7.123981e+18 0.000000e+00 5.208515e-01 9.047455e+16 4.335075e+17 2.720000e-05 5.239820e+17 1.310717e+20
3.210000e-04 7.146243e+18 0.000000e+00 5.216301e-01 9.075729e+16 4.341555e+17 2.728500e-05 5.249128e+17 1.310717e+20
3.220000e-04 7.168505e+18 0.000000e+00 5.224062e-01 9.104002e+16 4.348015e+17 2.737000e-05 5.258415e+17 1.310717e+20
3.230000e-04 7.190768e+18 0.000000e+00 5.231798e-01 9.132275e+16 4.354453e+17 2.745500e-05 5.267681e+17 1.310717e+20
3.240000e-04 7.213030e+18 0.000000e+00 5.239509e-01 9.160549e+16 4.360871e+17 2.754000e-05 5.276926e+17 1.310717e+20
3.250000e-04 7.235293e+18 0.000000e+00 5.247195e-01 9.188822e+16 4.367268e+17 2.762500e-05 5.286150e+17 1.310717e+20
3.260000e-04 7.257555e+18 0.000000e+00 5.254856e-01 9.217095e+16 4.373644e+17 2.771000e-05 5.295354e+17 1.310717e+20
3.270000e-04 7.279818e+18 0.000000e+00 5.262493e-01 9.245368e+16 4.380000e+17 2.779500e-05 5.304537e+17 1.310717e+20
3.280000e-04 7.302080e+18 0.000000e+00 5.270104e-01 9.273642e+16 4.386336e+17 2.788000e-05 5.313700e+17 1.310717e+20
3.290000e-04 7.324343e+18 0.000000e+00 5.277692e-01 9.301915e+16 4.392651e+17 2.796500e-05 5.322842e+17 1.310717e+20
3.300000e-04 7.346605e+18 0.000000e+00 5.285255e-01 9.330188e+16 4.398946e+17 2.805000e-05 5.331965e+17 1.310717e+20
3.310000e-04 7.368867e+18 0.000000e+00 5.292794e-01 9.358462e+16 4.405220e+17 2.813500e-05 5.341067e+17 1.310717e+20
3.320000e-04 7.391130e+18 0.000000e+00 5.300309e-01 9.386735e+16 4.411475e+17 2.822000e-05 5.350149e+17 1.310717e+20
3.330000e-04 7.413392e+18 0.000000e+00 5.307800e-01 9.415008e+16 4.417710e+17 2.830500e-05 5.359211e+17 1.310717e+20
3.340000e-04 7.435655e+18 0.000000e+00 5.315267e-01 9.443281e+16 4.423925e+17 2.839000e-05 5.368253e+17 1.310717e+20
3.350000e-04 7.457917e+18 0.000000e+00 5.322711e-01 9.471555e+16 4.430120e+17 2.847500e-05 5.377276e+17 1.310717e+20
3.360000e-04 7.480180e+18 0.000000e+00 5.330131e-01 9.499828e+16 4.436296e+17 2.856000e-05 5.386278e+17 1.310717e+20
3.370000e-04 7.502442e+18 0.000000e+00 5.337527e-01 9.528101e+16 4.442452e+17 2.864500e-05 5.395262e+17 1.310717e+20
3.380000e-04 7.524704e+18 0.000000e+00 5.344900e-01 9.556375e+16 4.448588e+17 2.873000e-05 5.404226e+17 1.310717e+20
3.390000e-04 7.546967e+18 0.000000e+00 5.352249e-01 9.584648e+16 4.454705e+17 2.881500e-05 5.413170e+17 1.310717e+20
3.400000e-04 7.569229e+18 0.000000e+00 5.359576e-01 9.612921e+16 4.460803e+17 2.890000e-05 5.422095e+17 1.310717e+20
3.410000e-04 7.591492e+18 0.000000e+00 5.366879e-01 9.641195e+16 4.466882e+17 2.898500e-05 5.431001e+17 1.310717e+20
3.420000e-04 7.613754e+18 0.000000e+00 5.374160e-01 9.669468e+16 4.472941e+17 2.907000e-05 5.439888e+17 1.310717e+20
3.430000e-04 7.636017e+18 0.000000e+00 5.381417e-01 9.697741e+16 4.478982e+17 2.915500e-05 5.448756e+17 1.310717e+20
3.440000e-04 7.658279e+18 0.000000e+00 5.388652e-01 9.726014e+16 4.485004e+17 2.924000e-05 5.457605e+17 1.310717e+20
3.450000e-04 7.680542e+18 0.000000e+00 5.395864e-01 9.754288e+16 4.491006e+17 2.932500e-05 5.466435e+17 1.310717e+20
3.460000e-04 7.702804e+18 0.000000e+00 5.403054e-01 9.782561e+16 4.496990e+17 2.941000e-05 5.475246e+17 1.310717e+20
3.470000e-04 7.725066e+18 0.000000e+00 5.410221e-01 9.810834e+16 4.502956e+17 2.949500e-05 5.484039e+17 1.310717e+20
3.480000e-04 7.747329e+18 0.000000e+00 5.417366e-01 9.839108e+16 4.508903e+17 2.958000e-05 5.492813e+17 1.310717e+20
3.490000e-04 7.769591e+18 0.000000e+00 5.424489e-01 9.867381e+16 4.514831e+17 2.966500e-05 5.501569e+17 1.310717e+20
3.500000e-04 7.791854e+18 0.000000e+00 5.431590e-01 9.895654e+16 4.520741e+17 2.975000e-05 5.510306e+17 1.310717e+20
3.510000e-04 7.814116e+18 0.000000e+00 5.438668e-01 9.923928e+16 4.526632e+17 2.983500e-05 5.519025e+17 1.310717e+20
3.520000e-04 7.836379e+18 0.000000e+00 5.445725e-01 9.952201e+16 4.532506e+17 2.992000e-05 5.527726e+17 1.310717e+20
3.530000e-04 7.858641e+18 0.000000e+00 5.452760e-01 9.980474e+16 4.538361e+17 3.000500e-05 5.536408e+17 1.310717e+20
3.540000e-04 7.880904e+18 0.000000e+00 5.459773e-01 1.000875e+17 4.544198e+17 3.009000e-05 5.545073e+17 1.310717e+20
3.550000e-04 7.903166e+18 0.000000e+00 5.466765e-01 1.003702e+17 4.550017e+17 3.017500e-05 5.553719e+17 1.310717e+20
3.560000e-04 7.925428e+18 0.000000e+00 5.473735e-01 1.006529e+17 4.555819e+17 3.026000e-05 5.562348e+17 1.310717e+20
3.570000e-04 7.947691e+18 0.000000e+00 5.480684e-01 1.009357e+17 4.561602e+17 3.034500e-05 5.570959e+17 1.310717e+20
3.580000e-04 7.969953e+18 0.000000e+00 5.487611e-01 1.012184e+17 4.567368e+17 3.043000e-05 5.579552e+17 1.310717e+20
3.590000e-04 7.992216e+18 0.000000e+00 5.494518e-01 1.015011e+17 4.573116e+17 3.051500e-05 5.588127e+17 1.310717e+20
3.600000e-04 8.014478e+18 0.000000e+00 5.501403e-01 1.017839e+17 4.578846e+17 3.060000e-05 5.596685e+17 1.310717e+20
3.610000e-04 8.036741e+18 0.000000e+00 5.508267e-01 1.020666e+17 4.584559e+17 3.068500e-05 5.605226e+17 1.310717e+20
3.620000e-04 8.059003e+18 0.000000e+00 5.515110e-01 1.023493e+17 4.590255e+17 3.077000e-05 5.613749e+17 1.310717e+20
3.630000e-04 8.081265e+18 0.000000e+00 5.521933e-01 1.026321e+17 4.595933e+17 3.085500e-05 5.622254e+17 1.310717e+20
3.640000e-04 8.103528e+18 0.000000e+00 5.528734e-01 1.029148e+17 4.601594e+17 3.094000e-05 5.630743e+17 1.310717e+20
3.650000e-04 8.125790e+18 0.000000e+00 5.535515e-01 1.031975e+17 4.607238e+17 3.102500e-05 5.639214e+17 1.310717e+20
3.660000e-04 8.148053e+18 0.000000e+00 5.542276e-01 1.034803e+17 4.612865e+17 3.111000e-05 5.647668e+17 1.310717e+20
3.670000e-04 8.170315e+18 0.000000e+00 5.549016e-01 1.037630e+17 4.618475e+17 3.119500e-05 5.656105e+17 1.310717e+20
3.680000e-04 8.192578e+18 0.000000e+00 5.555735e-01 1.040457e+17 4.624068e+17 3.128000e-05 5.664525e+17 1.310717e+20
3.690000e-04 8.214840e+18 0.000000e+00 5.562435e-01 1.043285e+17 4.629644e+17 3.136500e-05 5.672928e+17 1.310717e+20
3.700000e-04 8.237103e+18 0.000000e+00 5.569114e-01 1.046112e+17 4.635203e+17 3.145000e-05 5.681315e+17 1.310717e+20
3.710000e-04 8.259365e+18 0.000000e+00 5.575773e-01 1.048939e+17 4.640745e+17 3.153500e-05 5.689685e+17 1.310717e+20
3.720000e-04 8.281627e+18 0.000000e+00 5.582413e-01 1.051767e+17 4.646271e+17 3.162000e-05 5.698038e+17 1.310717e+20
3.730000e-04 8.303890e+18 0.000000e+00 5.589032e-01 1.054594e+17 4.651781e+17 3.170500e-05 5.706375e+17 1.310717e+20
3.740000e-04 8.326152e+18 0.000000e+00 5.595631e-01 1.057421e+17 4.657273e+17 3.179000e-05 5.714695e+17 1.310717e+20
3.750000e-04 8.348415e+18 0.000000e+00 5.602211e-01 1.060249e+17 4.662750e+17 3.187500e-05 5.722998e+17 1.310717e+20
3.760000e-04 8.370677e+18 0.000000e+00 5.608771e-01 1.063076e+17 4.668210e+17 3.196000e-05 5.731286e+17 1.310717e+20
3.770000e-04 8.392940e+18 0.000000e+00 5.615312e-01 1.065903e+17 4.673654e+17 3.204500e-05 5.739557e+17 1.310717e+20
3.780000e-04 8.415202e+18 0.000000e+00 5.621833e-01 1.068731e+17 4.679081e+17 3.213000e-05 5.747812e+17 1.310717e+20
3.790000e-04 8.437464e+18 0.000000e+00 5.628335e-01 1.071558e+17 4.684493e+17 3.221500e-05 5.756051e+17 1.310717e+20
3.800000e-04 8.459727e+18 0.000000e+00 5.634817e-01 1.074385e+17 4.689888e+17 3.230000e-05 5.764273e+17 1.310717e+20
3.810000e-04 8.481989e+18 0.000000e+00 5.641281e-01 1.077213e+17 4.695268e+17 3.238500e-05 5.772480e+17 1.310717e+20
3.820000e-04 8.504252e+18 0.000000e+00 5.647725e-01 1.080040e+17 4.700631e+17 3.247000e-05 5.780671e+17 1.310717e+20
3.830000e-04 8.526514e+18 0.000000e+00 5.654150e-01 1.082867e+17 4.705979e+17 3.255500e-05 5.788846e+17 1.310717e+20
3.840000e-04 8.548777e+18 0.000000e+00 5.660556e-01 1.085695e+17 4.711311e+17 3.264000e-05 5.797005e+17 1.310717e+20
